product_id,Average Sales per Week,weight KG,Length cm,Width cm,Depth cm
996,214,0.027,5,5,2
997,332,3.12,48,13,13
998,212,0.289,12,8,6
999,970,5.747,56,11,11
1000,666,11.826,31,14,14
1001,898,0.15,5,5,5
1002,746,0.225,15,9,2
1003,791,9.447,34,21,9
1004,204,9.957,28,27,10
1005,961,0.016,5,5,2
1006,296,1.142,48,22,3
1007,109,24.462,48,34,21
1008,416,0.634,20,11,3
1009,152,14.71,32,17,14
1010,437,18.841,81,56,15
1011,909,0.32,8,8,4
1012,393,7.509,61,27,9
1013,849,0.507,9,9,8
1014,120,0.401,9,7,4
1015,134,1.754,21,10,6
1016,357,0.308,20,10,7
1017,549,0.054,5,5,5
1018,132,0.225,10,8,5
1019,663,0.822,22,6,4
1020,374,32.0,77,39,18
1021,201,1.459,11,11,11
1022,859,0.062,5,5,2
1023,326,1.789,21,7,7
1024,428,0.201,19,5,3
1025,764,6.639,36,19,14
1026,437,0.614,12,8,4
1027,498,32.0,55,36,32
1028,954,14.569,35,34,16
1029,686,0.115,5,5,4
1030,407,0.139,7,5,3
1031,344,0.853,19,8,4
1032,162,0.227,11,6,4
1033,906,0.092,5,5,5
1034,493,0.618,14,6,5
1035,125,9.078,24,17,16
1036,601,0.146,7,5,3
1037,724,1.156,12,11,11
1038,309,0.125,6,5,4
1039,304,0.285,7,6,6
1040,507,0.231,5,5,5
1041,487,0.589,24,6,3
1042,475,28.428,36,27,19
1043,494,0.136,5,5,4
1044,689,32.0,49,32,28
1045,294,0.223,9,8,8
1046,336,1.04,10,8,8
1047,139,6.12,36,20,18
1048,124,1.252,11,11,8
1049,116,0.135,5,5,5
1050,736,16.784,84,20,17
1051,609,0.286,14,14,5
1052,588,0.106,7,6,2
1053,338,0.968,15,11,10
1054,893,0.079,5,5,3
1055,977,0.074,5,5,2
1056,500,18.851,56,38,34
1057,718,32.0,79,78,61
1058,876,0.548,10,7,5
1059,389,1.237,13,9,7
1060,471,26.989,32,28,21
1061,596,1.348,24,13,7
1062,692,0.181,5,5,5
1063,302,0.101,6,6,2
1064,208,3.147,18,13,10
1065,354,32.0,77,75,53
1066,243,0.166,7,5,5
1067,534,0.638,16,14,2
1068,118,0.179,5,5,4
1069,707,0.577,16,14,6
1070,941,0.23,21,10,5
1071,762,32.0,41,36,21
1072,972,1.253,34,15,3
1073,772,5.08,67,27,5
1074,388,5.898,39,32,14
1075,855,0.327,11,7,5
1076,999,0.57,19,12,6
1077,322,0.322,21,9,2
1078,707,0.866,14,8,5
1079,222,0.799,24,12,2
1080,608,0.189,7,5,3
1081,944,0.194,5,5,4
1082,925,0.587,15,5,4
1083,215,1.522,29,9,4
1084,476,0.937,17,14,2
1085,265,0.103,5,5,3
1086,275,3.95,71,7,4
1087,784,7.156,25,19,11
1088,284,0.333,17,11,2
1089,380,1.075,26,8,7
1090,837,0.507,19,10,2
1091,786,32.0,52,42,38
1092,491,1.323,17,13,8
1093,359,32.0,32,29,26
1094,326,0.14,5,5,3
1095,823,0.16,22,7,2
1096,332,10.367,60,50,5
1097,294,0.424,35,15,3
1098,370,2.2,53,51,2
1099,579,0.013,5,5,2
1100,121,26.955,35,35,13
1101,656,0.028,5,5,3
1102,354,1.369,18,15,3
1103,735,2.679,19,15,12
1104,431,2.806,28,19,11
1105,383,0.549,24,10,2
1106,580,32.0,56,36,32
1107,543,0.236,12,6,3
1108,879,0.044,5,5,2
1109,659,3.261,22,11,8
1110,509,18.967,60,29,13
1111,728,0.212,14,14,5
1112,204,0.074,6,5,3
1113,613,10.003,32,20,9
1114,514,0.55,18,5,4
1115,359,32.0,52,48,31
1116,719,3.331,35,16,3
1117,238,1.77,27,13,7
1118,216,0.093,27,8,2
1119,535,0.423,8,6,6
1120,189,0.069,5,5,2
1121,451,0.132,5,5,4
1122,610,1.587,10,10,10
1123,572,0.059,7,6,3
1124,213,0.083,8,7,4
1125,696,0.834,12,7,6
1126,572,0.249,6,6,6
1127,606,6.263,43,19,13
1128,313,11.878,27,18,15
1129,483,0.182,6,5,5
1130,951,28.243,40,31,25
1131,391,4.143,19,14,13
1132,205,32.0,58,48,20
1133,812,1.035,23,14,6
1134,281,32.0,88,66,22
1135,105,0.576,9,9,4
1136,207,32.0,68,60,18
1137,325,4.443,21,14,12
1138,491,0.121,36,7,2
1139,101,3.473,28,24,6
1140,920,0.072,5,5,2
1141,560,7.575,44,17,13
1142,414,0.804,18,11,7
1143,134,8.144,29,22,11
1144,489,20.623,62,51,10
1145,902,0.483,19,6,3
1146,190,1.823,34,28,4
1147,914,5.114,33,24,22
1148,270,32.0,74,52,39
1149,621,0.285,19,6,5
1150,983,4.825,43,8,8
1151,795,15.687,29,24,24
1152,291,1.529,51,24,3
1153,656,0.234,7,6,5
1154,291,0.086,5,5,2
1155,679,0.181,7,7,4
1156,834,0.052,5,5,3
1157,193,0.913,11,8,7
1158,823,0.112,5,5,3
1159,977,0.994,9,9,8
1160,374,0.203,10,5,3
1161,611,0.073,5,5,3
1162,366,1.147,56,6,5
1163,527,17.597,35,19,14
1164,503,5.627,56,32,4
1165,953,1.105,9,8,8
1166,842,23.789,38,35,23
1167,664,0.858,12,11,8
1168,954,21.404,33,24,15
1169,935,0.681,38,5,3
1170,258,32.0,64,38,19
1171,249,0.083,6,5,2
1172,222,0.149,6,6,5
1173,796,0.326,36,8,2
1174,359,0.141,5,5,4
1175,987,0.045,6,6,4
1176,855,5.049,86,62,3
1177,952,0.342,15,12,7
1178,279,1.082,14,14,6
1179,183,0.246,9,9,7
1180,299,32.0,53,36,36
1181,735,16.641,24,22,18
1182,158,32.0,113,102,42
1183,282,10.12,22,18,13
1184,941,0.151,5,5,5
1185,338,32.0,47,29,23
1186,984,1.156,28,8,7
1187,923,0.131,5,5,5
1188,540,12.854,25,25,19
1189,718,0.743,15,7,4
1190,760,9.306,22,19,16
1191,612,32.0,54,48,40
1192,273,0.273,18,14,2
1193,721,0.176,11,6,4
1194,608,1.332,13,8,8
1195,413,5.612,35,35,8
1196,891,10.474,34,24,10
1197,941,0.122,5,5,5
1198,218,0.845,32,9,5
1199,744,14.207,26,22,16
1200,475,0.4,27,5,4
1201,271,0.738,11,10,8
1202,312,17.286,41,21,18
1203,281,3.308,29,29,5
1204,610,0.258,11,11,8
1205,377,3.237,22,17,12
1206,569,0.352,12,6,5
1207,950,0.814,26,22,2
1208,867,0.492,22,8,8
1209,636,2.375,27,20,4
1210,545,0.244,5,5,5
1211,443,0.837,24,9,4
1212,709,32.0,44,32,16
1213,967,14.462,96,42,8
1214,920,0.203,10,7,3
1215,812,0.759,11,8,5
1216,392,32.0,113,57,22
1217,436,2.99,16,16,13
1218,138,0.029,5,5,2
1219,213,1.725,38,8,7
1220,864,0.09,5,5,3
1221,398,0.033,11,5,2
1222,674,0.02,5,5,4
1223,394,32.0,57,49,38
1224,516,0.302,10,5,5
1225,202,0.105,5,5,3
1226,768,32.0,66,48,40
1227,143,0.012,5,5,2
1228,621,1.739,23,11,4
1229,558,32.0,36,30,30
1230,247,0.144,13,6,2
1231,283,27.689,64,44,11
1232,619,2.021,12,11,10
1233,380,0.498,24,6,6
1234,556,0.524,14,10,6
1235,732,0.337,19,6,6
1236,721,0.154,5,5,5
1237,555,0.969,16,8,6
1238,229,0.905,15,12,10
1239,234,32.0,53,40,12
1240,347,32.0,52,31,17
1241,732,27.403,43,26,13
1242,840,4.413,54,11,4
1243,847,1.15,9,8,8
1244,315,11.418,27,19,14
1245,868,17.073,63,25,16
1246,965,5.11,51,10,8
1247,638,0.119,5,5,4
1248,992,7.939,50,16,13
1249,150,1.549,44,9,3
1250,634,0.075,5,5,2
1251,423,0.109,5,5,4
1252,378,0.406,6,6,6
1253,904,0.386,9,9,7
1254,612,0.835,18,11,7
1255,235,12.782,25,17,16
1256,155,2.881,24,12,6
1257,458,0.733,15,6,6
1258,176,0.772,8,8,8
1259,797,1.294,18,10,7
1260,165,2.276,27,9,5
1261,994,0.484,13,6,5
1262,513,0.027,6,6,2
1263,738,0.174,8,7,6
1264,609,0.42,18,11,4
1265,249,0.997,11,11,11
1266,662,1.452,17,16,13
1267,368,0.729,15,13,2
1268,825,0.059,5,5,5
1269,278,1.635,53,8,2
1270,824,10.277,73,27,3
1271,151,0.489,14,7,5
1272,114,11.563,49,35,31
1273,999,19.03,35,27,11
1274,706,32.0,35,32,23
1275,703,0.131,7,6,4
1276,925,4.053,43,13,4
1277,327,0.433,16,5,4
1278,426,32.0,81,64,60
1279,992,32.0,44,41,28
1280,562,32.0,39,25,22
1281,739,0.048,10,7,2
1282,241,1.803,13,12,7
1283,803,15.351,58,17,13
1284,547,0.064,5,5,2
1285,677,0.05,5,5,2
1286,493,10.885,48,25,5
1287,128,10.863,19,19,17
1288,246,0.07,8,5,2
1289,932,30.308,55,42,9
1290,843,0.231,10,7,3
1291,171,0.893,8,8,7
1292,548,1.403,17,14,8
1293,434,2.767,21,15,10
1294,111,3.72,15,13,10
1295,627,4.658,37,26,24
1296,596,32.0,46,24,23
1297,403,0.095,14,7,4
1298,458,0.375,10,5,4
1299,596,0.396,52,5,5
1300,603,2.474,20,12,11
1301,969,0.846,31,8,5
1302,360,8.8,44,44,5
1303,621,0.021,5,5,3
1304,416,7.285,37,16,8
1305,133,10.629,64,42,9
1306,458,0.162,6,5,3
1307,111,0.067,8,5,2
1308,243,32.0,38,36,30
1309,945,2.264,26,26,7
1310,263,32.0,56,27,21
1311,597,0.65,15,10,9
1312,786,0.148,5,5,4
1313,279,0.25,9,6,3
1314,282,2.052,13,12,10
1315,921,12.873,46,20,8
1316,857,1.47,31,6,5
1317,660,3.883,19,18,14
1318,403,0.064,5,5,2
1319,649,0.54,23,6,6
1320,133,0.086,6,5,3
1321,484,6.384,61,11,8
1322,924,8.409,52,18,12
1323,583,0.187,5,5,4
1324,951,30.491,83,66,7
1325,873,0.342,8,5,5
1326,454,0.655,8,7,7
1327,164,1.368,31,9,6
1328,548,1.556,12,12,7
1329,158,0.098,5,5,3
1330,547,32.0,46,46,39
1331,167,0.096,5,5,5
1332,476,0.162,7,7,2
1333,595,1.322,14,10,6
1334,914,1.464,22,12,3
1335,976,0.202,6,5,4
1336,896,1.678,20,9,7
1337,449,2.496,69,6,4
1338,696,3.763,30,12,7
1339,670,0.19,5,5,4
1340,919,0.377,19,7,5
1341,356,0.982,11,11,7
1342,505,5.039,27,23,15
1343,871,1.224,36,6,3
1344,768,12.813,63,17,8
1345,601,0.106,5,5,5
1346,773,32.0,59,41,30
1347,995,0.045,5,5,2
1348,627,0.058,6,5,2
1349,953,0.137,5,5,3
1350,639,13.066,71,14,8
1351,438,0.185,7,6,5
1352,120,0.951,22,10,3
1353,573,1.902,26,19,2
1354,315,0.014,5,5,2
1355,507,0.326,20,6,5
1356,492,11.722,24,23,15
1357,586,1.671,13,12,6
1358,453,0.115,5,5,3
1359,344,0.068,7,5,4
1360,175,0.452,11,10,3
1361,966,0.609,15,14,14
1362,968,0.892,46,10,7
1363,731,4.992,29,10,10
1364,500,0.686,22,6,3
1365,974,9.36,25,18,14
1366,387,6.98,33,26,6
1367,388,11.232,33,17,14
1368,278,0.048,5,5,2
1369,225,0.069,9,9,2
1370,205,0.183,13,6,5
1371,786,32.0,45,40,33
1372,989,0.038,5,5,3
1373,699,24.601,27,23,21
1374,240,0.094,6,5,2
1375,191,1.369,19,8,6
1376,348,0.187,6,6,4
1377,870,5.512,26,14,8
1378,845,32.0,42,36,15
1379,576,0.329,8,6,4
1380,216,1.327,26,8,7
1381,968,0.194,5,5,4
1382,841,1.225,52,13,6
1383,829,0.066,5,5,3
1384,604,2.547,32,14,3
1385,426,3.647,52,12,3
1386,561,0.218,12,10,4
1387,561,2.418,45,21,9
1388,306,2.836,54,15,11
1389,366,32.0,62,48,40
1390,952,0.122,12,6,4
1391,227,1.455,16,11,11
1392,850,0.269,24,10,4
1393,295,24.399,52,52,15
1394,729,0.716,50,18,3
1395,766,0.461,8,7,7
1396,762,9.289,23,22,17
1397,338,9.002,21,18,12
1398,539,4.627,37,9,9
1399,207,0.095,5,5,4
1400,539,0.026,5,5,4
1401,185,0.583,9,9,9
1402,347,32.0,76,58,16
1403,363,6.63,18,18,12
1404,809,0.412,8,6,5
1405,320,0.038,5,5,2
1406,694,0.09,5,5,5
1407,696,0.052,6,6,3
1408,114,10.535,33,21,14
1409,165,0.935,10,10,7
1410,906,1.044,33,11,4
1411,584,0.31,10,10,8
1412,310,12.549,75,12,11
1413,842,0.901,33,33,2
1414,300,2.198,33,30,6
1415,461,32.0,77,57,43
1416,980,0.178,5,5,4
1417,306,15.679,23,23,23
1418,960,0.149,5,5,4
1419,902,4.696,26,13,10
1420,372,0.143,7,6,2
1421,842,10.508,39,25,12
1422,469,0.572,28,14,6
1423,693,0.029,5,5,3
1424,812,6.064,27,16,11
1425,871,0.145,6,5,5
1426,696,9.751,32,13,13
1427,966,1.276,13,9,6
1428,355,32.0,46,44,34
1429,777,32.0,61,47,45
1430,867,0.019,5,5,2
1431,827,6.833,51,29,5
1432,246,14.689,47,35,12
1433,582,0.148,5,5,4
1434,365,0.181,5,5,4
1435,940,0.437,11,10,10
1436,322,7.951,40,28,10
1437,981,0.235,13,10,4
1438,651,1.144,18,11,8
1439,697,0.146,5,5,5
1440,250,0.821,14,12,4
1441,252,32.0,51,47,45
1442,124,0.035,5,5,3
1443,157,14.101,28,21,19
1444,196,0.165,5,5,5
1445,969,28.36,43,29,16
1446,756,0.879,24,10,4
1447,104,8.426,34,16,15
1448,849,6.587,20,18,12
1449,781,32.0,79,63,31
1450,297,32.0,58,51,35
1451,384,0.144,8,6,2
1452,661,0.046,5,5,3
1453,464,2.528,37,30,4
1454,797,19.937,46,24,22
1455,749,0.217,22,5,3
1456,666,5.829,37,31,13
1457,774,1.15,34,9,3
1458,383,0.065,5,5,5
1459,429,0.131,8,8,5
1460,160,0.218,5,5,5
1461,896,14.415,36,35,20
1462,850,0.066,5,5,2
1463,970,4.08,23,15,8
1464,325,0.594,28,5,3
1465,576,29.887,35,25,23
1466,884,32.0,71,46,42
1467,950,0.897,28,6,3
1468,972,4.619,45,31,5
1469,183,14.797,51,42,14
1470,397,0.641,15,12,5
1471,310,1.296,11,8,8
1472,849,0.146,5,5,4
1473,626,32.0,45,28,25
1474,623,2.422,13,13,8
1475,574,20.987,26,26,22
1476,627,0.903,33,8,3
1477,450,23.876,55,28,17
1478,341,2.051,17,12,6
1479,347,0.141,8,5,2
1480,970,0.932,49,16,5
1481,750,0.385,10,10,8
1482,636,10.716,47,13,12
1483,786,0.313,9,6,3
1484,188,0.281,8,6,6
1485,621,0.218,9,7,3
1486,994,0.301,12,7,2
1487,890,0.148,9,5,2
1488,633,32.0,115,103,51
1489,991,8.868,30,17,10
1490,908,6.145,18,16,14
1491,353,0.166,18,6,2
1492,128,0.75,20,5,5
1493,670,0.34,6,6,6
1494,492,11.319,29,16,16
1495,497,0.094,5,5,2
1496,203,1.703,18,8,6
1497,189,0.284,8,6,3
1498,481,4.534,38,19,12
1499,163,14.356,45,16,12
1500,172,9.28,41,20,10
1501,431,10.848,46,28,21
1502,873,0.135,7,6,2
1503,258,1.503,16,13,8
1504,910,0.208,5,5,5
1505,876,1.525,21,13,7
1506,674,0.177,8,7,2
1507,415,15.569,50,20,14
1508,594,0.144,5,5,3
1509,679,0.109,5,5,4
1510,119,0.155,5,5,5
1511,174,0.151,19,7,5
1512,929,0.547,16,12,3
1513,961,0.044,6,5,4
1514,109,6.198,52,38,6
1515,729,32.0,102,22,19
1516,834,1.689,81,7,3
1517,598,0.204,5,5,5
1518,958,0.066,5,5,4
1519,534,12.693,58,34,21
1520,594,0.552,11,8,7
1521,579,32.0,44,43,21
1522,792,0.674,21,9,2
1523,698,0.109,5,5,4
1524,602,0.216,12,5,5
1525,568,0.094,5,5,3
1526,297,21.923,51,26,12
1527,117,2.708,28,14,4
1528,546,32.0,59,57,20
1529,276,0.056,5,5,2
1530,153,0.019,5,5,2
1531,773,0.085,5,5,2
1532,687,0.166,6,6,5
1533,448,1.949,20,11,6
1534,196,32.0,60,50,44
1535,752,6.747,78,39,6
1536,214,32.0,88,31,20
1537,572,24.887,62,24,12
1538,922,6.328,40,20,5
1539,555,0.013,5,5,2
1540,332,4.356,36,17,13
1541,549,0.226,10,5,3
1542,610,1.243,17,8,7
1543,862,5.442,22,18,14
1544,842,8.557,37,12,10
1545,550,2.53,40,23,2
1546,689,0.099,5,5,4
1547,929,2.11,30,12,7
1548,896,0.08,5,5,2
1549,951,0.798,18,7,6
1550,892,1.066,23,23,3
1551,173,18.669,56,47,24
1552,611,22.074,42,35,18
1553,583,0.837,12,8,7
1554,220,0.889,12,8,7
1555,669,0.055,5,5,4
1556,369,32.0,52,49,20
1557,229,1.687,14,9,7
1558,639,5.758,25,14,11
1559,345,1.122,23,17,2
1560,349,4.556,64,12,3
1561,299,0.222,5,5,5
1562,619,3.676,33,23,3
1563,921,0.112,6,6,5
1564,285,1.651,13,9,8
1565,123,0.04,7,5,2
1566,176,0.067,5,5,3
1567,846,0.198,10,7,2
1568,654,0.011,5,5,2
1569,502,1.135,37,14,3
1570,524,0.897,14,12,4
1571,347,0.249,5,5,5
1572,210,2.677,34,29,12
1573,553,0.602,13,10,3
1574,929,4.09,23,19,6
1575,545,0.954,29,6,4
1576,105,9.277,43,36,8
1577,108,1.752,29,10,4
1578,296,0.489,12,7,4
1579,411,5.49,40,13,12
1580,171,0.279,8,7,6
1581,327,2.035,41,16,3
1582,471,1.722,15,13,10
1583,620,4.527,21,20,9
1584,201,11.825,28,23,14
1585,313,0.063,5,5,4
1586,766,0.075,7,5,3
1587,465,0.323,24,8,2
1588,764,0.174,5,5,4
1589,322,0.788,14,11,4
1590,743,5.757,21,20,13
1591,957,7.454,54,45,2
1592,133,6.638,29,27,8
1593,525,0.334,17,7,7
1594,133,5.842,22,21,13
1595,710,17.669,95,48,3
1596,814,2.353,44,39,4
1597,548,32.0,64,46,45
1598,473,1.792,29,12,8
1599,733,2.27,21,11,9
1600,642,3.636,54,10,6
1601,731,3.228,26,13,5
1602,577,0.046,5,5,2
1603,757,4.3,37,15,10
1604,941,0.19,7,6,5
1605,387,27.216,40,22,16
1606,596,2.731,16,12,11
1607,943,0.255,8,8,6
1608,277,32.0,61,52,31
1609,484,14.922,111,33,4
1610,532,0.094,5,5,5
1611,123,3.369,19,15,8
1612,634,0.117,8,6,3
1613,321,8.822,26,17,13
1614,527,0.249,5,5,5
1615,593,0.878,23,17,3
1616,607,9.465,19,17,16
1617,673,23.333,37,25,25
1618,335,0.943,16,6,6
1619,549,0.152,9,7,2
1620,285,1.459,47,12,4
1621,828,0.082,5,5,2
1622,704,12.309,28,27,20
1623,992,0.97,16,15,11
1624,297,0.078,6,5,5
1625,868,0.029,5,5,5
1626,729,10.678,67,29,7
1627,734,32.0,67,53,41
1628,144,6.15,36,11,11
1629,260,0.931,16,6,5
1630,113,0.311,11,10,4
1631,970,3.726,49,23,16
1632,817,0.16,24,7,3
1633,358,23.852,37,32,11
1634,692,4.019,56,9,5
1635,484,1.647,15,10,6
1636,298,0.381,27,9,2
1637,992,22.43,34,27,13
1638,727,32.0,75,74,56
1639,427,21.848,47,33,10
1640,618,12.576,45,35,27
1641,697,32.0,41,33,29
1642,862,6.319,87,9,7
1643,423,0.183,31,9,2
1644,480,1.469,21,17,16
1645,463,0.408,24,7,5
1646,742,1.385,27,19,4
1647,986,11.535,27,17,14
1648,759,0.231,5,5,5
1649,731,0.136,11,6,2
1650,882,0.159,6,5,3
1651,498,0.059,6,6,3
1652,924,2.888,36,19,11
1653,660,0.019,5,5,2
1654,722,5.243,54,16,13
1655,789,0.205,5,5,5
1656,178,0.326,19,7,3
1657,647,0.062,5,5,2
1658,221,32.0,74,39,34
1659,945,0.248,8,7,7
1660,508,0.645,13,11,3
1661,395,0.205,7,5,3
1662,429,27.983,39,25,25
1663,382,0.548,24,15,3
1664,294,0.052,5,5,3
1665,861,3.287,26,16,7
1666,554,5.592,22,17,10
1667,585,0.164,5,5,4
1668,806,0.317,20,5,5
1669,792,7.932,26,23,7
1670,638,4.378,25,10,10
1671,692,2.268,39,7,5
1672,900,0.232,7,5,4
1673,985,0.121,5,5,5
1674,331,2.628,22,22,10
1675,962,19.072,37,31,12
1676,667,1.598,62,9,2
1677,244,0.443,10,6,6
1678,513,32.0,83,55,10
1679,206,4.683,31,11,11
1680,419,0.093,5,5,3
1681,738,1.399,19,17,6
1682,878,0.051,7,5,3
1683,823,2.443,25,10,6
1684,420,4.074,21,18,10
1685,640,32.0,47,40,35
1686,142,0.577,11,8,8
1687,704,18.463,49,27,20
1688,774,1.166,12,8,7
1689,992,0.111,6,6,4
1690,227,11.244,50,32,7
1691,249,2.459,34,11,5
1692,717,1.563,24,7,6
1693,207,1.086,24,16,5
1694,222,0.079,5,5,5
1695,401,9.161,115,18,12
1696,511,18.466,45,28,14
1697,301,32.0,53,34,12
1698,289,0.795,15,10,7
1699,967,28.744,89,48,25
1700,933,32.0,82,46,30
1701,888,0.043,5,5,2
1702,710,31.081,75,24,9
1703,364,0.056,5,5,2
1704,677,4.681,40,32,5
1705,990,8.785,40,25,14
1706,367,0.608,13,10,9
1707,745,0.099,17,7,2
1708,857,4.227,58,11,4
1709,919,0.19,25,8,3
1710,850,5.611,24,12,10
1711,923,0.318,10,7,3
1712,417,32.0,57,56,46
1713,708,0.659,17,5,4
1714,731,0.125,13,7,4
1715,901,0.192,29,8,3
1716,870,0.066,5,5,2
1717,581,0.499,28,7,6
1718,814,26.342,44,21,21
1719,216,32.0,72,32,16
1720,794,1.225,15,15,3
1721,937,0.519,14,8,3
1722,863,1.253,44,7,7
1723,443,0.991,26,9,3
1724,894,1.585,44,7,7
1725,881,32.0,58,48,45
1726,376,0.393,9,9,8
1727,462,1.96,15,12,6
1728,692,10.63,25,20,18
1729,109,0.347,7,5,5
1730,389,1.898,21,14,9
1731,655,6.228,37,26,25
1732,233,0.119,5,5,4
1733,407,32.0,60,54,30
1734,325,1.115,33,17,2
1735,632,0.102,6,5,5
1736,817,0.709,15,13,12
1737,215,8.401,46,18,11
1738,149,1.171,12,12,5
1739,821,0.299,12,5,5
1740,686,30.626,70,21,12
1741,373,32.0,77,34,27
1742,599,0.255,7,7,6
1743,615,0.129,5,5,3
1744,870,0.258,6,6,6
1745,193,0.263,14,11,6
1746,883,0.196,5,5,5
1747,340,0.308,20,5,5
1748,344,0.253,9,9,4
1749,275,4.895,36,14,5
1750,606,13.378,42,16,16
1751,522,0.208,11,8,2
1752,429,0.08,5,5,3
1753,575,0.068,5,5,2
1754,169,2.116,28,17,3
1755,253,17.85,32,25,12
1756,507,3.095,23,19,10
1757,539,3.156,37,18,7
1758,970,32.0,58,28,25
1759,472,0.196,8,8,8
1760,185,1.748,26,13,5
1761,507,2.076,43,10,4
1762,107,0.206,6,5,5
1763,136,0.199,5,5,5
1764,694,1.684,41,13,3
1765,139,1.527,11,10,10
1766,395,0.071,5,5,3
1767,542,2.341,15,12,7
1768,913,10.313,28,27,25
1769,261,1.402,17,16,14
1770,278,1.246,23,20,6
1771,996,1.751,35,12,4
1772,497,13.198,52,33,13
1773,458,32.0,74,54,51
1774,909,0.206,11,9,6
1775,616,0.092,5,5,4
1776,147,2.454,30,19,14
1777,183,18.487,56,14,13
1778,509,32.0,86,66,24
1779,797,4.11,18,17,14
1780,855,0.621,16,7,5
1781,173,0.571,13,6,6
1782,779,0.104,6,6,6
1783,770,3.808,25,21,5
1784,215,1.574,20,17,3
1785,145,16.063,49,48,7
1786,727,0.469,16,5,5
1787,772,3.042,46,24,10
1788,169,0.281,37,17,2
1789,960,19.251,62,50,6
1790,944,0.698,22,15,5
1791,521,0.041,5,5,2
1792,150,1.598,33,11,9
1793,882,14.536,36,20,16
1794,729,0.159,7,5,3
1795,497,0.635,14,13,10
1796,663,5.926,25,24,11
1797,361,0.104,5,5,5
1798,981,0.127,15,5,4
1799,194,0.094,9,5,2
1800,347,0.058,6,6,2
1801,622,0.047,5,5,2
1802,369,16.701,39,37,32
1803,971,3.489,24,10,10
1804,301,0.06,5,5,2
1805,537,0.15,9,8,8
1806,936,0.039,5,5,3
1807,872,11.837,51,22,14
1808,393,0.084,5,5,5
1809,107,32.0,41,40,31
1810,589,32.0,39,32,28
1811,983,2.214,36,11,3
1812,334,0.093,5,5,3
1813,132,0.929,24,9,9
1814,782,5.369,33,23,5
1815,278,0.432,18,14,5
1816,452,8.816,93,12,4
1817,190,0.256,8,6,5
1818,840,0.067,5,5,5
1819,955,27.615,30,28,28
1820,433,32.0,44,37,20
1821,433,1.428,14,12,8
1822,964,3.038,25,17,15
1823,682,32.0,91,75,26
1824,989,4.23,28,27,12
1825,608,0.095,21,5,3
1826,580,6.906,36,24,7
1827,527,3.485,44,16,7
1828,823,1.041,15,12,7
1829,900,15.121,31,19,18
1830,359,1.999,47,7,6
1831,720,0.082,5,5,3
1832,587,0.15,5,5,5
1833,316,0.477,30,5,4
1834,783,0.049,5,5,5
1835,861,0.388,12,9,9
1836,760,0.13,5,5,4
1837,870,0.65,14,9,6
1838,850,0.061,5,5,5
1839,674,16.787,34,25,10
1840,618,32.0,89,60,36
1841,722,4.369,41,12,11
1842,701,22.52,57,35,6
1843,451,16.558,72,16,16
1844,522,0.074,8,7,2
1845,855,2.349,23,13,5
1846,815,4.46,27,24,12
1847,764,1.421,11,10,8
1848,362,32.0,91,60,54
1849,245,0.38,16,10,5
1850,243,10.955,37,25,24
1851,857,0.127,5,5,4
1852,949,32.0,56,43,29
1853,285,2.928,22,16,6
1854,966,2.383,19,16,8
1855,615,0.403,27,9,6
1856,414,0.026,5,5,5
1857,691,0.065,5,5,5
1858,530,0.015,5,5,2
1859,883,0.107,6,5,2
1860,768,6.388,32,13,8
1861,585,0.076,8,7,2
1862,863,0.244,14,7,7
1863,261,1.104,16,11,6
1864,519,0.056,5,5,2
1865,897,2.597,19,19,5
1866,501,0.249,17,5,5
1867,697,32.0,68,67,6
1868,719,0.015,5,5,2
1869,414,32.0,36,28,25
1870,734,32.0,83,82,26
1871,223,8.461,22,14,14
1872,552,2.507,34,7,6
1873,453,0.785,20,6,6
1874,973,0.605,20,6,3
1875,738,1.388,30,6,5
1876,220,0.026,5,5,3
1877,410,0.152,5,5,4
1878,452,0.565,17,17,3
1879,563,10.162,29,19,10
1880,534,0.262,10,8,3
1881,679,1.6,28,15,4
1882,153,9.222,35,18,9
1883,918,0.016,5,5,2
1884,205,0.332,15,7,2
1885,461,0.14,5,5,3
1886,931,0.222,9,5,4
1887,483,3.771,21,14,11
1888,615,6.711,99,12,9
1889,914,5.216,64,22,3
1890,332,6.28,26,16,13
1891,139,1.585,28,6,6
1892,765,0.311,28,6,5
1893,399,0.192,17,16,3
1894,298,0.189,13,5,2
1895,226,5.788,25,17,16
1896,115,1.772,12,10,10
1897,403,0.195,6,5,4
1898,267,4.072,16,13,13
1899,959,0.078,5,5,4
1900,519,0.193,5,5,5
1901,635,32.0,60,34,32
1902,796,15.927,46,37,9
1903,541,21.533,30,21,20
1904,728,1.966,16,15,6
1905,799,0.092,5,5,2
1906,682,0.024,5,5,4
1907,788,0.498,35,12,3
1908,396,1.434,11,10,10
1909,189,0.209,9,7,3
1910,747,32.0,73,31,23
1911,898,0.172,31,6,3
1912,972,4.963,31,29,8
1913,312,0.095,6,5,3
1914,224,32.0,66,60,29
1915,698,1.435,15,10,8
1916,203,0.028,8,5,2
1917,154,8.81,52,23,10
1918,149,12.809,27,22,13
1919,232,0.045,5,5,5
1920,244,0.364,27,8,2
1921,220,0.098,9,6,6
1922,862,1.0,12,12,8
1923,120,1.031,23,6,6
1924,781,0.172,6,5,5
1925,804,3.723,30,16,6
1926,778,0.111,10,5,2
